season,game_id,player_id,player_name,and1s,and1s_3pt,and1s_flagrant,and1s_made_ft
2005-06,0020500703,2443,Songaila,1,0,0,1
2005-06,0020500751,2552,Sweetney,1,0,0,1
2005-06,0020500751,2457,Pargo,1,0,0,1
2005-06,0020500751,2804,Nocioni,1,0,0,1
2005-06,0020500762,2736,Deng,1,0,0,0
2005-06,0020500762,2550,Hinrich,1,0,0,1
2005-06,0020500777,2550,Hinrich,1,0,0,1
2005-06,0020500777,2732,Gordon,1,0,0,1
2005-06,0020500796,2550,Hinrich,1,0,0,1
2005-06,0020500796,2124,Allen,1,0,0,0
2005-06,0020500809,2804,Nocioni,3,0,0,1
2005-06,0020500815,2199,Chandler,1,0,0,1
2005-06,0020500815,2732,Gordon,1,0,0,1
2005-06,0020500839,970,Harrington,1,0,0,0
2005-06,0020500839,2804,Nocioni,2,0,0,1
2005-06,0020500855,2736,Deng,1,0,0,1
2005-06,0020500855,2732,Gordon,1,0,0,1
2005-06,0020500860,2550,Hinrich,1,0,0,1
2005-06,0020500894,2804,Nocioni,1,0,0,1
2005-06,0020500915,2550,Hinrich,2,0,0,2
2005-06,0020500920,2736,Deng,2,0,0,1
2005-06,0020500956,2804,Nocioni,1,0,0,1
2005-06,0020500956,2550,Hinrich,1,0,0,1
2005-06,0020500974,2736,Deng,1,0,0,0
2005-06,0020500980,2124,Allen,1,0,0,1
2005-06,0020500980,2804,Nocioni,1,0,0,0
2005-06,0020501005,2804,Nocioni,1,0,0,1
2005-06,0020501005,2736,Deng,1,0,0,0
2005-06,0020501005,2199,Chandler,1,0,0,1
2005-06,0020501023,2552,Sweetney,1,0,0,1
2005-06,0020501031,2732,Gordon,2,0,0,1
2005-06,0020501031,2199,Chandler,2,0,0,1
2005-06,0020501031,970,Harrington,1,0,0,1
2005-06,0020501051,2804,Nocioni,1,0,0,1
2005-06,0020501051,2732,Gordon,1,0,0,1
2005-06,0020501071,2552,Sweetney,2,0,0,2
2005-06,0020501071,2736,Deng,1,0,0,1
2005-06,0020501080,2199,Chandler,1,0,0,0
2005-06,0020501080,2736,Deng,1,0,0,1
2005-06,0020501103,2199,Chandler,1,0,0,1
2005-06,0020501103,2768,Duhon,1,0,0,1
2005-06,0020501109,2768,Duhon,1,0,0,0
2005-06,0020501109,2199,Chandler,1,0,0,0
2005-06,0020501135,2804,Nocioni,1,0,0,1
2005-06,0020501158,2804,Nocioni,1,0,0,1
2005-06,0020501158,2732,Gordon,1,0,0,1
2005-06,0020501184,2732,Gordon,1,0,0,1
2005-06,0020501194,2736,Deng,1,0,0,0
2005-06,0020501194,2732,Gordon,1,0,0,1
2005-06,0020501194,101195,Schenscher,1,0,0,0
2005-06,0020501194,2199,Chandler,1,0,0,1
2005-06,0020501204,970,Harrington,1,0,0,1
2005-06,0020501225,2732,Gordon,1,0,0,1
2005-06,0020501225,2199,Chandler,1,0,0,1
2005-06,0020501225,2550,Hinrich,1,0,0,1
2005-06,0020501225,2552,Sweetney,1,0,0,1
2006-07,0020600001,2768,Duhon,1,0,0,1
2006-07,0020600001,2550,Hinrich,2,0,0,2
2006-07,0020600001,200757,Sefolosha,1,0,0,1
2006-07,0020600005,200757,Sefolosha,1,0,0,0
2006-07,0020600005,2124,Allen,1,0,0,1
2006-07,0020600026,2550,Hinrich,1,0,0,0
2006-07,0020600047,2804,Nocioni,2,0,0,1
2006-07,0020600047,136,Brown,1,0,0,1
2006-07,0020600047,2732,Gordon,1,0,0,1
2006-07,0020600069,136,Brown,1,0,0,1
2006-07,0020600069,2550,Hinrich,1,0,0,1
2006-07,0020600105,2732,Gordon,1,0,0,0
2006-07,0020600105,2736,Deng,1,0,0,1
2006-07,0020600105,1112,Wallace,1,0,0,0
2006-07,0020600105,2550,Hinrich,2,0,0,2
2006-07,0020600117,2736,Deng,1,0,0,1
2006-07,0020600125,136,Brown,1,0,0,1
2006-07,0020600142,2736,Deng,1,0,0,1
2006-07,0020600142,2732,Gordon,1,0,0,1
2006-07,0020600156,2550,Hinrich,1,0,0,1
2006-07,0020600172,2736,Deng,1,0,0,1
2006-07,0020600172,2804,Nocioni,1,0,0,1
2006-07,0020600172,2552,Sweetney,1,0,0,0
2006-07,0020600172,200748,Thomas,1,0,0,0
2006-07,0020600187,200757,Sefolosha,1,0,0,1
2006-07,0020600207,2550,Hinrich,1,0,0,0
2006-07,0020600228,200748,Thomas,1,0,0,1
2006-07,0020600228,2736,Deng,1,0,0,1
2006-07,0020600238,2736,Deng,1,0,0,0
2006-07,0020600238,200757,Sefolosha,1,0,0,1
2006-07,0020600238,2552,Sweetney,1,0,0,0
2006-07,0020600251,1112,Wallace,1,0,0,1
2006-07,0020600251,2550,Hinrich,2,1,0,1
2006-07,0020600251,2804,Nocioni,3,0,0,2
2006-07,0020600251,2736,Deng,1,0,0,0
2006-07,0020600268,2804,Nocioni,1,0,0,0
2006-07,0020600281,2552,Sweetney,1,0,0,0
2006-07,0020600281,2736,Deng,2,0,0,2
2006-07,0020600292,1112,Wallace,1,0,0,1
2006-07,0020600292,2804,Nocioni,1,0,0,1
2006-07,0020600292,2732,Gordon,1,0,0,1
2006-07,0020600306,1112,Wallace,1,0,0,1
2006-07,0020600323,1112,Wallace,2,0,0,1
2006-07,0020600336,2732,Gordon,1,0,0,1
2006-07,0020600336,1559,Griffin,1,0,0,1
2006-07,0020600342,2124,Allen,1,0,0,1
2006-07,0020600342,2550,Hinrich,1,0,0,1
2006-07,0020600342,2804,Nocioni,1,0,0,1
2006-07,0020600362,2732,Gordon,1,0,0,1
2006-07,0020600362,2552,Sweetney,2,0,0,2
2006-07,0020600362,2736,Deng,1,0,0,1
2006-07,0020600382,2736,Deng,1,0,0,0
2006-07,0020600399,2804,Nocioni,1,0,0,1
2006-07,0020600399,2736,Deng,1,0,0,1
2006-07,0020600399,200748,Thomas,1,0,0,1
2006-07,0020600408,2732,Gordon,1,0,0,1
2006-07,0020600408,2736,Deng,1,0,1,1
2006-07,0020600422,2736,Deng,1,0,0,1
2006-07,0020600422,2732,Gordon,1,0,0,1
2006-07,0020600429,2736,Deng,1,0,0,1
2006-07,0020600429,1112,Wallace,1,0,0,0
2006-07,0020600446,2732,Gordon,1,0,0,1
2006-07,0020600446,136,Brown,1,0,0,1
2006-07,0020600463,2732,Gordon,2,0,0,2
2006-07,0020600482,2552,Sweetney,1,0,0,0
2006-07,0020600494,2736,Deng,2,0,0,0
2006-07,0020600494,2732,Gordon,1,1,0,1
2006-07,0020600506,2552,Sweetney,1,0,0,0
2006-07,0020600516,2550,Hinrich,1,0,0,1
2006-07,0020600516,2736,Deng,1,0,0,1
2006-07,0020600516,2804,Nocioni,1,0,0,1
2006-07,0020600546,2552,Sweetney,2,0,0,2
2006-07,0020600559,2736,Deng,1,0,0,1
2006-07,0020600559,2550,Hinrich,1,0,0,1
2006-07,0020600572,2552,Sweetney,1,0,0,0
2006-07,0020600572,2804,Nocioni,1,0,0,1
2006-07,0020600599,2804,Nocioni,1,0,0,0
2006-07,0020600599,2732,Gordon,1,0,0,1
2006-07,0020600608,2732,Gordon,4,1,0,3
2006-07,0020600618,136,Brown,1,0,0,1
2006-07,0020600618,2550,Hinrich,1,0,0,0
2006-07,0020600618,2732,Gordon,1,0,0,1
2006-07,0020600618,2804,Nocioni,1,0,0,1
2006-07,0020600650,2550,Hinrich,1,0,0,1
2006-07,0020600650,2804,Nocioni,1,0,0,1
2006-07,0020600650,2736,Deng,1,0,0,1
2006-07,0020600686,2736,Deng,1,0,0,0
2006-07,0020600686,2552,Sweetney,1,0,0,1
2006-07,0020600686,2768,Duhon,1,0,0,1
2006-07,0020600698,2550,Hinrich,1,0,0,1
2006-07,0020600698,2736,Deng,1,0,0,1
2006-07,0020600698,2804,Nocioni,1,0,0,1
2006-07,0020600708,2550,Hinrich,1,0,0,1
2006-07,0020600708,2732,Gordon,1,0,0,1
2006-07,0020600718,2736,Deng,1,0,0,0
2006-07,0020600737,2550,Hinrich,1,0,0,1
2006-07,0020600737,200748,Thomas,1,0,0,1
2006-07,0020600748,2732,Gordon,2,0,0,0
2006-07,0020600748,1112,Wallace,1,0,0,1
2006-07,0020600748,2736,Deng,1,0,0,0
2006-07,0020600748,2550,Hinrich,1,0,0,1
2006-07,0020600748,2768,Duhon,1,0,0,1
2006-07,0020600762,2732,Gordon,2,0,0,2
2006-07,0020600772,2732,Gordon,2,0,0,2
2006-07,0020600777,2732,Gordon,1,0,0,1
2006-07,0020600795,2768,Duhon,1,1,0,1
2006-07,0020600812,2124,Allen,1,0,0,1
2006-07,0020600844,2552,Sweetney,1,0,0,0
2006-07,0020600844,2736,Deng,1,0,0,1
2006-07,0020600860,2736,Deng,1,0,0,1
2006-07,0020600875,1112,Wallace,1,0,0,1
2006-07,0020600875,200748,Thomas,1,0,0,1
2006-07,0020600889,2732,Gordon,1,0,0,1
2006-07,0020600889,2736,Deng,1,0,0,1
2006-07,0020600911,2768,Duhon,1,0,0,1
2006-07,0020600917,2736,Deng,1,0,0,0
2006-07,0020600936,2550,Hinrich,2,0,0,2
2006-07,0020600936,1112,Wallace,1,0,0,0
2006-07,0020600954,200748,Thomas,1,0,0,0
2006-07,0020600954,1112,Wallace,1,0,0,1
2006-07,0020600958,2736,Deng,1,0,0,0
2006-07,0020600983,1112,Wallace,1,0,0,0
2006-07,0020600983,2736,Deng,1,0,0,1
2006-07,0020600983,2550,Hinrich,1,0,0,1
2006-07,0020601002,1112,Wallace,3,0,0,2
2006-07,0020601017,1112,Wallace,1,0,0,0
2006-07,0020601017,2732,Gordon,1,0,0,1
2006-07,0020601017,2736,Deng,1,0,0,0
2006-07,0020601037,2124,Allen,1,0,0,1
2006-07,0020601049,1112,Wallace,1,0,0,1
2006-07,0020601049,200757,Sefolosha,1,0,0,0
2006-07,0020601049,2550,Hinrich,1,0,0,1
2006-07,0020601049,2768,Duhon,1,0,0,1
2006-07,0020601084,200748,Thomas,2,0,0,2
2006-07,0020601084,2736,Deng,1,0,0,1
2006-07,0020601084,2550,Hinrich,1,0,0,0
2006-07,0020601089,2736,Deng,2,0,0,2
2006-07,0020601089,2550,Hinrich,1,0,0,1
2006-07,0020601089,200748,Thomas,1,0,0,1
2006-07,0020601112,2550,Hinrich,1,0,0,1
2006-07,0020601129,2736,Deng,3,0,0,2
2006-07,0020601145,2768,Duhon,1,0,0,0
2006-07,0020601182,200748,Thomas,1,0,0,1
2006-07,0020601195,1112,Wallace,1,0,0,1
2006-07,0020601222,136,Brown,1,0,0,1
2006-07,0020601222,2736,Deng,2,0,0,2
2006-07,0020601222,2550,Hinrich,1,0,0,1
2007-08,0020700007,2736,Deng,2,0,0,2
2007-08,0020700024,2804,Nocioni,1,0,0,1
2007-08,0020700031,2804,Nocioni,1,0,0,1
2007-08,0020700049,693,Smith,1,0,0,1
2007-08,0020700064,200748,Thomas,1,0,0,1
2007-08,0020700064,1112,Wallace,1,0,0,0
2007-08,0020700064,2768,Duhon,1,0,0,1
2007-08,0020700082,200757,Sefolosha,1,0,0,0
2007-08,0020700140,1112,Wallace,1,0,0,0
2007-08,0020700140,2732,Gordon,1,0,0,1
2007-08,0020700144,200757,Sefolosha,1,0,0,0
2007-08,0020700144,200748,Thomas,1,0,0,1
2007-08,0020700182,693,Smith,1,0,0,1
2007-08,0020700182,2550,Hinrich,1,0,0,1
2007-08,0020700192,200748,Thomas,1,0,0,0
2007-08,0020700192,2732,Gordon,1,0,0,1
2007-08,0020700208,200748,Thomas,1,0,0,0
2007-08,0020700208,2736,Deng,1,0,0,0
2007-08,0020700239,2736,Deng,1,0,0,1
2007-08,0020700239,2732,Gordon,1,1,0,1
2007-08,0020700239,1112,Wallace,1,0,0,1
2007-08,0020700253,2550,Hinrich,1,1,0,1
2007-08,0020700253,2768,Duhon,1,0,0,1
2007-08,0020700253,2736,Deng,1,0,0,1
2007-08,0020700265,2736,Deng,1,0,0,1
2007-08,0020700265,2768,Duhon,1,0,0,0
2007-08,0020700279,1112,Wallace,1,0,0,0
2007-08,0020700279,2732,Gordon,1,0,0,1
2007-08,0020700279,2804,Nocioni,1,0,0,1
2007-08,0020700291,2736,Deng,1,0,0,1
2007-08,0020700291,2732,Gordon,1,0,0,0
2007-08,0020700291,1112,Wallace,1,0,0,1
2007-08,0020700291,2804,Nocioni,1,0,0,1
2007-08,0020700317,2736,Deng,1,0,0,1
2007-08,0020700317,2804,Nocioni,1,0,0,1
2007-08,0020700335,2732,Gordon,1,0,0,1
2007-08,0020700335,2736,Deng,2,0,0,2
2007-08,0020700363,201189,Gray,1,0,0,0
2007-08,0020700396,693,Smith,1,0,0,1
2007-08,0020700396,2736,Deng,1,0,0,1
2007-08,0020700427,2732,Gordon,1,0,0,1
2007-08,0020700443,201189,Gray,1,0,0,1
2007-08,0020700450,2736,Deng,1,0,0,1
2007-08,0020700450,2804,Nocioni,1,0,0,1
2007-08,0020700450,2550,Hinrich,1,0,0,1
2007-08,0020700450,2732,Gordon,2,0,0,2
2007-08,0020700458,2550,Hinrich,2,0,0,1
2007-08,0020700458,2804,Nocioni,1,0,0,1
2007-08,0020700458,201149,Noah,1,0,0,1
2007-08,0020700486,201189,Gray,1,0,0,0
2007-08,0020700486,200757,Sefolosha,1,0,0,1
2007-08,0020700486,200748,Thomas,1,0,0,1
2007-08,0020700506,201189,Gray,1,0,0,1
2007-08,0020700506,2768,Duhon,1,0,0,0
2007-08,0020700523,1112,Wallace,1,0,0,0
2007-08,0020700523,2804,Nocioni,1,0,0,1
2007-08,0020700523,2550,Hinrich,1,0,0,0
2007-08,0020700542,2736,Deng,1,0,0,1
2007-08,0020700555,693,Smith,1,0,0,0
2007-08,0020700555,201149,Noah,1,0,0,0
2007-08,0020700564,693,Smith,1,0,0,1
2007-08,0020700564,200757,Sefolosha,1,0,0,1
2007-08,0020700564,2736,Deng,1,0,0,1
2007-08,0020700582,2804,Nocioni,2,0,0,2
2007-08,0020700582,200757,Sefolosha,1,0,0,1
2007-08,0020700582,2736,Deng,1,0,0,1
2007-08,0020700588,2804,Nocioni,1,0,0,1
2007-08,0020700588,2732,Gordon,1,0,0,1
2007-08,0020700604,693,Smith,1,0,0,1
2007-08,0020700604,200748,Thomas,1,0,0,1
2007-08,0020700617,1559,Griffin,1,0,0,0
2007-08,0020700660,201189,Gray,1,0,0,1
2007-08,0020700660,201149,Noah,1,0,0,0
2007-08,0020700660,2804,Nocioni,1,0,0,1
2007-08,0020700694,1112,Wallace,2,0,0,0
2007-08,0020700694,200748,Thomas,1,0,0,1
2007-08,0020700694,2550,Hinrich,1,0,0,0
2007-08,0020700706,201189,Gray,2,0,0,1
2007-08,0020700706,2732,Gordon,2,0,0,2
2007-08,0020700722,2804,Nocioni,2,0,0,2
2007-08,0020700725,201149,Noah,1,0,0,0
2007-08,0020700725,1112,Wallace,1,0,0,0
2007-08,0020700725,200757,Sefolosha,1,0,0,1
2007-08,0020700725,693,Smith,1,0,0,1
2007-08,0020700742,200757,Sefolosha,1,0,0,1
2007-08,0020700742,2768,Duhon,2,0,0,2
2007-08,0020700742,693,Smith,1,0,0,1
2007-08,0020700763,2804,Nocioni,1,0,0,1
2007-08,0020700778,2804,Nocioni,1,0,0,1
2007-08,0020700793,693,Smith,1,0,0,1
2007-08,0020700793,2732,Gordon,1,0,0,0
2007-08,0020700809,2804,Nocioni,1,0,0,1
2007-08,0020700809,2736,Deng,1,0,0,0
2007-08,0020700833,2400,Gooden,1,0,0,1
2007-08,0020700848,2732,Gordon,1,0,0,1
2007-08,0020700848,2804,Nocioni,2,0,0,1
2007-08,0020700848,2400,Gooden,1,0,0,1
2007-08,0020700848,2736,Deng,1,0,0,1
2007-08,0020700862,201149,Noah,1,0,0,1
2007-08,0020700893,2736,Deng,1,0,0,1
2007-08,0020700909,2736,Deng,1,0,0,0
2007-08,0020700909,2400,Gooden,1,0,0,0
2007-08,0020700909,2732,Gordon,1,0,0,1
2007-08,0020700917,201189,Gray,1,0,0,1
2007-08,0020700937,201149,Noah,1,0,0,1
2007-08,0020700937,2736,Deng,1,0,0,1
2007-08,0020700937,2804,Nocioni,1,0,0,1
2007-08,0020700937,2400,Gooden,1,0,0,1
2007-08,0020700949,200748,Thomas,1,0,0,0
2007-08,0020700949,2736,Deng,1,0,0,0
2007-08,0020700949,2400,Gooden,2,0,0,2
2007-08,0020700971,201149,Noah,1,0,0,1
2007-08,0020700971,200757,Sefolosha,1,0,0,1
2007-08,0020700995,1716,Hughes,1,0,0,0
2007-08,0020700995,2732,Gordon,1,0,0,1
2007-08,0020701001,2736,Deng,2,0,0,2
2007-08,0020701016,2804,Nocioni,1,0,0,1
2007-08,0020701054,2400,Gooden,1,0,0,1
2007-08,0020701054,201149,Noah,1,0,0,1
2007-08,0020701060,201189,Gray,1,0,0,1
2007-08,0020701060,201149,Noah,1,0,0,1
2007-08,0020701060,2550,Hinrich,1,0,0,1
2007-08,0020701086,2804,Nocioni,1,0,0,1
2007-08,0020701086,201149,Noah,1,0,0,1
2007-08,0020701086,1716,Hughes,2,0,0,2
2007-08,0020701109,200748,Thomas,1,0,0,0
2007-08,0020701109,201189,Gray,1,0,0,1
2007-08,0020701109,2736,Deng,1,0,0,0
2007-08,0020701123,2804,Nocioni,1,0,0,1
2007-08,0020701123,201149,Noah,1,0,0,1
2007-08,0020701123,2736,Deng,1,0,0,1
2007-08,0020701123,2732,Gordon,1,0,0,0
2007-08,0020701155,2736,Deng,2,0,0,1
2007-08,0020701155,201189,Gray,1,0,0,0
2007-08,0020701167,200748,Thomas,1,0,0,1
2007-08,0020701167,2804,Nocioni,1,0,0,1
2007-08,0020701179,2804,Nocioni,1,0,0,1
2007-08,0020701179,201149,Noah,1,0,0,1
2007-08,0020701207,201189,Gray,1,0,0,0
2007-08,0020701207,2732,Gordon,3,1,0,3
2007-08,0020701207,2736,Deng,1,0,0,1
2007-08,0020701225,201189,Gray,1,0,0,1
2007-08,0020701225,201149,Noah,1,0,0,1
2008-09,0020800002,2400,Gooden,1,0,0,1
2008-09,0020800002,201565,Rose,1,0,0,1
2008-09,0020800022,2400,Gooden,1,0,0,1
2008-09,0020800022,200757,Sefolosha,1,0,0,1
2008-09,0020800034,2736,Deng,1,0,0,1
2008-09,0020800043,2400,Gooden,1,0,0,1
2008-09,0020800043,200748,Thomas,1,0,0,1
2008-09,0020800043,2804,Nocioni,1,0,0,1
2008-09,0020800055,2732,Gordon,2,0,0,2
2008-09,0020800082,2736,Deng,2,0,0,2
2008-09,0020800101,2732,Gordon,1,0,0,0
2008-09,0020800101,2804,Nocioni,1,0,0,0
2008-09,0020800101,201565,Rose,1,0,0,1
2008-09,0020800118,2732,Gordon,2,0,0,2
2008-09,0020800118,2736,Deng,1,0,0,0
2008-09,0020800137,201149,Noah,1,0,0,1
2008-09,0020800137,1716,Hughes,1,0,0,0
2008-09,0020800158,2400,Gooden,1,0,0,1
2008-09,0020800158,2736,Deng,1,0,0,1
2008-09,0020800158,200748,Thomas,1,0,0,1
2008-09,0020800158,283,Hunter,1,0,0,1
2008-09,0020800182,201565,Rose,1,0,0,1
2008-09,0020800196,1716,Hughes,1,0,0,0
2008-09,0020800196,2732,Gordon,2,1,0,2
2008-09,0020800196,201189,Gray,2,0,0,2
2008-09,0020800202,2732,Gordon,1,0,0,1
2008-09,0020800202,2400,Gooden,2,0,0,2
2008-09,0020800218,2732,Gordon,2,0,0,1
2008-09,0020800248,2732,Gordon,1,0,0,1
2008-09,0020800258,201565,Rose,1,0,0,1
2008-09,0020800270,201565,Rose,2,0,0,2
2008-09,0020800292,2400,Gooden,2,0,0,2
2008-09,0020800308,201565,Rose,1,0,0,0
2008-09,0020800331,201565,Rose,1,0,0,0
2008-09,0020800340,201149,Noah,1,0,0,1
2008-09,0020800373,2400,Gooden,1,0,0,0
2008-09,0020800373,201149,Noah,1,0,0,1
2008-09,0020800373,201189,Gray,1,0,0,1
2008-09,0020800373,2804,Nocioni,1,0,0,1
2008-09,0020800373,2732,Gordon,1,1,0,1
2008-09,0020800373,201565,Rose,1,0,0,1
2008-09,0020800380,2804,Nocioni,2,1,0,2
2008-09,0020800380,200759,Simmons,1,0,0,0
2008-09,0020800395,2732,Gordon,2,0,0,2
2008-09,0020800415,1716,Hughes,1,0,0,1
2008-09,0020800426,2736,Deng,1,0,0,0
2008-09,0020800436,201565,Rose,2,0,0,1
2008-09,0020800436,2804,Nocioni,1,0,0,0
2008-09,0020800452,2804,Nocioni,1,0,0,1
2008-09,0020800467,201565,Rose,1,0,0,1
2008-09,0020800476,200748,Thomas,1,0,0,1
2008-09,0020800476,200759,Simmons,1,0,0,0
2008-09,0020800476,2732,Gordon,1,0,0,1
2008-09,0020800476,201149,Noah,1,0,0,0
2008-09,0020800492,200748,Thomas,1,0,0,1
2008-09,0020800492,201565,Rose,2,0,0,2
2008-09,0020800511,2732,Gordon,2,0,0,2
2008-09,0020800534,200748,Thomas,1,0,0,1
2008-09,0020800542,1716,Hughes,1,0,0,1
2008-09,0020800542,201565,Rose,1,0,0,0
2008-09,0020800557,201565,Rose,1,0,0,0
2008-09,0020800568,201565,Rose,1,0,0,1
2008-09,0020800578,2804,Nocioni,1,0,0,1
2008-09,0020800578,2732,Gordon,1,0,0,1
2008-09,0020800578,2400,Gooden,1,0,0,1
2008-09,0020800578,200748,Thomas,1,0,0,0
2008-09,0020800578,201565,Rose,2,0,0,2
2008-09,0020800594,201149,Noah,1,0,0,0
2008-09,0020800594,2732,Gordon,1,0,0,1
2008-09,0020800594,2400,Gooden,1,0,0,1
2008-09,0020800601,200748,Thomas,1,0,0,1
2008-09,0020800601,2732,Gordon,1,0,0,0
2008-09,0020800613,2732,Gordon,1,0,0,1
2008-09,0020800652,2804,Nocioni,1,0,0,0
2008-09,0020800652,2732,Gordon,1,0,0,0
2008-09,0020800652,201565,Rose,1,0,0,1
2008-09,0020800678,2736,Deng,1,0,0,1
2008-09,0020800678,201189,Gray,2,0,0,2
2008-09,0020800678,201149,Noah,1,0,0,1
2008-09,0020800691,201149,Noah,1,0,0,0
2008-09,0020800700,2550,Hinrich,1,0,0,1
2008-09,0020800700,2804,Nocioni,1,0,0,0
2008-09,0020800700,2736,Deng,1,0,0,1
2008-09,0020800727,201149,Noah,1,0,0,0
2008-09,0020800727,201565,Rose,2,0,0,1
2008-09,0020800747,200748,Thomas,1,0,0,0
2008-09,0020800747,201149,Noah,1,0,0,0
2008-09,0020800747,2732,Gordon,1,0,0,1
2008-09,0020800769,201149,Noah,2,0,0,2
2008-09,0020800769,2732,Gordon,2,1,0,1
2008-09,0020800769,200748,Thomas,1,0,0,0
2008-09,0020800785,2732,Gordon,3,0,0,3
2008-09,0020800785,200748,Thomas,1,0,0,1
2008-09,0020800801,2736,Deng,1,0,0,1
2008-09,0020800801,200757,Sefolosha,1,0,0,1
2008-09,0020800816,2732,Gordon,1,0,0,1
2008-09,0020800816,200748,Thomas,1,0,0,1
2008-09,0020800845,201149,Noah,1,0,0,0
2008-09,0020800845,1802,Miller,1,0,0,1
2008-09,0020800845,2422,Salmons,1,0,0,1
2008-09,0020800845,200748,Thomas,1,0,0,1
2008-09,0020800852,2732,Gordon,2,0,0,2
2008-09,0020800852,1802,Miller,1,0,0,1
2008-09,0020800852,2736,Deng,1,0,0,1
2008-09,0020800865,1802,Miller,1,0,0,1
2008-09,0020800865,201565,Rose,1,0,0,0
2008-09,0020800879,2732,Gordon,1,0,0,1
2008-09,0020800879,2736,Deng,1,0,0,0
2008-09,0020800879,200748,Thomas,1,0,0,0
2008-09,0020800879,201565,Rose,2,0,0,2
2008-09,0020800910,1802,Miller,1,0,0,0
2008-09,0020800910,2422,Salmons,2,0,0,2
2008-09,0020800922,200748,Thomas,1,0,0,1
2008-09,0020800922,2732,Gordon,2,0,0,2
2008-09,0020800922,2550,Hinrich,1,0,0,1
2008-09,0020800922,2422,Salmons,3,0,0,2
2008-09,0020800922,201565,Rose,3,0,0,3
2008-09,0020800945,2550,Hinrich,1,0,0,1
2008-09,0020800945,2422,Salmons,3,0,0,3
2008-09,0020800956,1802,Miller,1,0,0,1
2008-09,0020800956,200748,Thomas,1,0,0,1
2008-09,0020800956,201189,Gray,1,0,0,1
2008-09,0020800969,201149,Noah,2,0,0,1
2008-09,0020800969,200748,Thomas,1,0,0,1
2008-09,0020800981,1802,Miller,1,0,0,1
2008-09,0020800981,2732,Gordon,1,0,0,1
2008-09,0020801003,2422,Salmons,3,0,0,3
2008-09,0020801003,200748,Thomas,1,0,0,0
2008-09,0020801003,1501,Thomas,1,0,0,0
2008-09,0020801003,201565,Rose,1,0,0,1
2008-09,0020801016,1802,Miller,1,0,0,1
2008-09,0020801016,2422,Salmons,1,0,0,1
2008-09,0020801038,200748,Thomas,1,0,0,0
2008-09,0020801038,201565,Rose,1,0,0,1
2008-09,0020801055,201149,Noah,2,0,0,1
2008-09,0020801055,2422,Salmons,1,0,0,1
2008-09,0020801055,200748,Thomas,1,0,0,1
2008-09,0020801071,1802,Miller,1,0,0,0
2008-09,0020801071,2422,Salmons,2,0,0,1
2008-09,0020801071,200748,Thomas,1,0,0,1
2008-09,0020801083,201149,Noah,1,0,0,1
2008-09,0020801083,1802,Miller,2,0,0,1
2008-09,0020801083,201565,Rose,1,0,0,1
2008-09,0020801094,2732,Gordon,1,0,0,1
2008-09,0020801106,201565,Rose,1,0,0,0
2008-09,0020801106,1802,Miller,2,0,0,2
2008-09,0020801136,201565,Rose,1,0,0,1
2008-09,0020801136,201149,Noah,1,0,0,1
2008-09,0020801158,200748,Thomas,1,0,0,1
2008-09,0020801158,2422,Salmons,1,0,0,0
2008-09,0020801158,201565,Rose,1,0,0,1
2008-09,0020801173,1802,Miller,1,0,0,1
2008-09,0020801192,201149,Noah,1,0,0,1
2008-09,0020801204,201149,Noah,1,0,0,1
2008-09,0020801204,1802,Miller,1,0,0,1
2008-09,0020801204,1501,Thomas,1,0,0,1
2008-09,0020801204,201565,Rose,1,0,0,1
2008-09,0020801218,201149,Noah,1,0,0,1
2008-09,0020801218,2732,Gordon,1,0,0,1
2009-10,0020900017,201959,Gibson,1,0,0,0
2009-10,0020900017,201565,Rose,1,0,0,1
2009-10,0020900017,200748,Thomas,1,0,0,1
2009-10,0020900022,201565,Rose,1,0,0,0
2009-10,0020900022,200748,Thomas,1,0,0,0
2009-10,0020900041,2736,Deng,1,0,0,1
2009-10,0020900056,2736,Deng,1,0,0,1
2009-10,0020900070,2550,Hinrich,1,0,0,0
2009-10,0020900087,2422,Salmons,3,0,0,2
2009-10,0020900087,201149,Noah,1,0,0,1
2009-10,0020900105,2457,Pargo,1,0,0,1
2009-10,0020900139,2550,Hinrich,2,0,0,0
2009-10,0020900156,2422,Salmons,2,0,0,1
2009-10,0020900156,2550,Hinrich,1,0,0,1
2009-10,0020900172,2422,Salmons,1,0,0,1
2009-10,0020900172,201149,Noah,1,0,0,0
2009-10,0020900189,201565,Rose,1,0,0,0
2009-10,0020900189,201949,Johnson,1,0,0,0
2009-10,0020900200,2736,Deng,1,0,0,1
2009-10,0020900221,2736,Deng,1,0,0,1
2009-10,0020900221,2422,Salmons,1,0,0,1
2009-10,0020900221,201949,Johnson,1,0,0,1
2009-10,0020900249,201959,Gibson,2,0,0,1
2009-10,0020900249,201565,Rose,1,0,0,1
2009-10,0020900264,201149,Noah,1,0,0,1
2009-10,0020900264,201565,Rose,1,0,0,1
2009-10,0020900283,2736,Deng,1,0,0,1
2009-10,0020900283,2457,Pargo,1,0,0,0
2009-10,0020900283,1802,Miller,1,0,0,1
2009-10,0020900283,201189,Gray,1,0,0,0
2009-10,0020900303,201149,Noah,1,0,0,1
2009-10,0020900303,201959,Gibson,1,0,0,0
2009-10,0020900308,201565,Rose,1,0,0,1
2009-10,0020900324,2736,Deng,1,0,0,1
