loc_x,loc_y,shot_distance,shot_made,shot_type,shot_zone,shot_zone_area
-18,17,2,True,2PT,Restricted Area,Center(C)
-133,206,24,False,3PT,Above the Break 3,Left Side Center(LC)
-172,41,17,True,2PT,Mid-Range,Left Side(L)
-18,1,1,True,2PT,Restricted Area,Center(C)
-21,26,3,False,2PT,Restricted Area,Center(C)
135,107,17,True,2PT,Mid-Range,Right Side Center(RC)
-153,60,16,False,2PT,Mid-Range,Left Side(L)
-26,4,2,True,2PT,Restricted Area,Center(C)
23,4,2,True,2PT,Restricted Area,Center(C)
-13,22,2,False,2PT,Restricted Area,Center(C)
36,11,3,True,2PT,Restricted Area,Center(C)
146,4,14,True,2PT,Mid-Range,Right Side(R)
17,12,2,True,2PT,Restricted Area,Center(C)
26,12,2,False,2PT,Restricted Area,Center(C)
-136,205,24,False,3PT,Above the Break 3,Left Side Center(LC)
-23,4,2,True,2PT,Restricted Area,Center(C)
65,173,18,False,2PT,Mid-Range,Right Side Center(RC)
9,12,1,False,2PT,Restricted Area,Center(C)
17,6,1,True,2PT,Restricted Area,Center(C)
-133,121,17,True,2PT,Mid-Range,Left Side Center(LC)
-24,7,2,False,2PT,Restricted Area,Center(C)
51,20,5,False,2PT,In The Paint (Non-RA),Center(C)
-41,448,44,False,3PT,Backcourt,Back Court(BC)
13,3,1,False,2PT,Restricted Area,Center(C)
21,7,2,True,2PT,Restricted Area,Center(C)
13,156,15,True,2PT,Mid-Range,Center(C)
-41,15,4,False,2PT,In The Paint (Non-RA),Center(C)
147,26,14,True,2PT,Mid-Range,Right Side(R)
130,123,17,False,2PT,Mid-Range,Right Side Center(RC)
21,11,2,True,2PT,Restricted Area,Center(C)
24,7,2,True,2PT,Restricted Area,Center(C)
-40,12,4,True,2PT,In The Paint (Non-RA),Center(C)
37,192,19,True,2PT,Mid-Range,Center(C)
7,247,24,True,3PT,Above the Break 3,Center(C)
-70,165,17,False,2PT,Mid-Range,Left Side Center(LC)
163,41,16,False,2PT,Mid-Range,Right Side(R)
-19,3,1,True,2PT,Restricted Area,Center(C)
-26,7,2,False,2PT,Restricted Area,Center(C)
10,17,1,True,2PT,Restricted Area,Center(C)
-125,108,16,False,2PT,Mid-Range,Left Side Center(LC)
163,74,17,False,2PT,Mid-Range,Right Side(R)
89,58,10,True,2PT,Mid-Range,Right Side(R)
-34,48,5,False,2PT,In The Paint (Non-RA),Center(C)
-122,206,23,False,3PT,Above the Break 3,Left Side Center(LC)
-106,151,18,True,2PT,Mid-Range,Left Side Center(LC)
135,110,17,False,2PT,Mid-Range,Right Side Center(RC)
2,9,0,True,2PT,Restricted Area,Center(C)
-152,159,21,False,2PT,Mid-Range,Left Side Center(LC)
-21,12,2,False,2PT,Restricted Area,Center(C)
-15,7,1,True,2PT,Restricted Area,Center(C)
43,33,5,True,2PT,In The Paint (Non-RA),Center(C)
-103,222,24,False,3PT,Above the Break 3,Left Side Center(LC)
42,6,4,False,2PT,In The Paint (Non-RA),Center(C)
-4,11,1,False,2PT,Restricted Area,Center(C)
10,179,17,False,2PT,Mid-Range,Center(C)
89,228,24,False,3PT,Above the Break 3,Right Side Center(RC)
-54,33,6,False,2PT,In The Paint (Non-RA),Center(C)
-16,17,2,True,2PT,Restricted Area,Center(C)
1,3,0,True,2PT,Restricted Area,Center(C)
2,53,5,True,2PT,In The Paint (Non-RA),Center(C)
51,44,6,False,2PT,In The Paint (Non-RA),Center(C)
-223,42,22,True,3PT,Left Corner 3,Left Side(L)
-122,116,16,False,2PT,Mid-Range,Left Side Center(LC)
-199,142,24,False,3PT,Above the Break 3,Left Side Center(LC)
18,7,1,True,2PT,Restricted Area,Center(C)
200,39,20,False,2PT,Mid-Range,Right Side(R)
0,9,0,True,2PT,Restricted Area,Center(C)
-138,108,17,True,2PT,Mid-Range,Left Side Center(LC)
181,432,46,False,3PT,Backcourt,Back Court(BC)
226,17,22,False,3PT,Right Corner 3,Right Side(R)
29,-51,5,False,2PT,In The Paint (Non-RA),Center(C)
-142,42,14,False,2PT,Mid-Range,Left Side(L)
-93,216,23,True,2PT,Mid-Range,Left Side Center(LC)
-59,86,10,False,2PT,In The Paint (Non-RA),Left Side(L)
34,41,5,False,2PT,In The Paint (Non-RA),Center(C)
-41,37,5,True,2PT,In The Paint (Non-RA),Center(C)
162,41,16,False,2PT,Mid-Range,Right Side(R)
9,17,1,False,2PT,Restricted Area,Center(C)
103,48,11,False,2PT,Mid-Range,Right Side(R)
-157,78,17,True,2PT,Mid-Range,Left Side(L)
37,48,6,False,2PT,In The Paint (Non-RA),Center(C)
-10,7,1,False,2PT,Restricted Area,Center(C)
143,184,23,False,2PT,Mid-Range,Right Side Center(RC)
228,28,22,False,3PT,Right Corner 3,Right Side(R)
1,27,2,False,2PT,Restricted Area,Center(C)
160,47,16,True,2PT,Mid-Range,Right Side(R)
-21,11,2,False,2PT,Restricted Area,Center(C)
171,56,17,False,2PT,Mid-Range,Right Side(R)
-7,28,2,False,2PT,Restricted Area,Center(C)
-15,7,1,True,2PT,Restricted Area,Center(C)
4,11,1,True,2PT,Restricted Area,Center(C)
-226,77,23,False,3PT,Left Corner 3,Left Side(L)
181,187,26,False,3PT,Above the Break 3,Right Side Center(RC)
4,4,0,True,2PT,Restricted Area,Center(C)
-157,153,21,False,2PT,Mid-Range,Left Side Center(LC)
20,187,18,False,2PT,Mid-Range,Center(C)
-231,19,23,False,3PT,Left Corner 3,Left Side(L)
-205,1,20,True,2PT,Mid-Range,Left Side(L)
-81,242,25,False,3PT,Above the Break 3,Left Side Center(LC)
15,15,2,False,2PT,Restricted Area,Center(C)
1,14,1,True,2PT,Restricted Area,Center(C)
121,149,19,False,2PT,Mid-Range,Right Side Center(RC)
47,88,9,False,2PT,In The Paint (Non-RA),Center(C)
2,72,7,True,2PT,In The Paint (Non-RA),Center(C)
15,4,1,False,2PT,Restricted Area,Center(C)
13,15,1,True,2PT,Restricted Area,Center(C)
1,190,19,False,2PT,Mid-Range,Center(C)
0,3,0,False,2PT,Restricted Area,Center(C)
-2,17,1,True,2PT,Restricted Area,Center(C)
-229,-10,22,False,3PT,Left Corner 3,Left Side(L)
-8,71,7,False,2PT,In The Paint (Non-RA),Center(C)
9,30,3,True,2PT,Restricted Area,Center(C)
1,75,7,True,2PT,In The Paint (Non-RA),Center(C)
0,219,21,False,2PT,Mid-Range,Center(C)
0,14,1,True,2PT,Restricted Area,Center(C)
203,20,20,True,2PT,Mid-Range,Right Side(R)
-18,36,4,False,2PT,In The Paint (Non-RA),Center(C)
-1,9,0,False,2PT,Restricted Area,Center(C)
-155,156,21,False,2PT,Mid-Range,Left Side Center(LC)
42,34,5,False,2PT,In The Paint (Non-RA),Center(C)
3,4,0,False,2PT,Restricted Area,Center(C)
99,261,27,False,3PT,Above the Break 3,Right Side Center(RC)
151,102,18,True,2PT,Mid-Range,Right Side(R)
-4,149,14,False,2PT,Mid-Range,Center(C)
-34,72,7,False,2PT,In The Paint (Non-RA),Center(C)
-5,20,2,False,2PT,Restricted Area,Center(C)
51,26,5,False,2PT,In The Paint (Non-RA),Center(C)
-73,105,12,False,2PT,In The Paint (Non-RA),Left Side(L)
-10,31,3,True,2PT,Restricted Area,Center(C)
-13,19,2,True,2PT,Restricted Area,Center(C)
102,189,21,True,2PT,Mid-Range,Right Side Center(RC)
-243,45,24,False,3PT,Left Corner 3,Left Side(L)
6,26,2,True,2PT,Restricted Area,Center(C)
136,200,24,True,3PT,Above the Break 3,Right Side Center(RC)
23,143,14,False,2PT,Mid-Range,Center(C)
108,233,25,False,3PT,Above the Break 3,Right Side Center(RC)
-8,23,2,True,2PT,Restricted Area,Center(C)
-62,17,6,True,2PT,In The Paint (Non-RA),Center(C)
-133,211,24,True,3PT,Above the Break 3,Left Side Center(LC)
-146,194,24,False,3PT,Above the Break 3,Left Side Center(LC)
-13,386,38,False,3PT,Above the Break 3,Center(C)
72,189,20,False,2PT,Mid-Range,Right Side Center(RC)
-8,53,5,False,2PT,In The Paint (Non-RA),Center(C)
-68,153,16,True,2PT,Mid-Range,Left Side Center(LC)
-239,56,24,False,3PT,Left Corner 3,Left Side(L)
4,15,1,False,2PT,Restricted Area,Center(C)
-41,58,7,False,2PT,In The Paint (Non-RA),Center(C)
12,15,1,True,2PT,Restricted Area,Center(C)
42,44,6,False,2PT,In The Paint (Non-RA),Center(C)
0,14,1,False,2PT,Restricted Area,Center(C)
-150,110,18,True,2PT,Mid-Range,Left Side Center(LC)
22,24,3,False,2PT,Restricted Area,Center(C)
3,20,2,False,2PT,Restricted Area,Center(C)
-147,200,24,False,3PT,Above the Break 3,Left Side Center(LC)
-174,1,17,True,2PT,Mid-Range,Left Side(L)
-160,7,16,False,2PT,Mid-Range,Left Side(L)
6,25,2,False,2PT,Restricted Area,Center(C)
11,11,1,True,2PT,Restricted Area,Center(C)
-108,214,23,True,3PT,Above the Break 3,Left Side Center(LC)
40,14,4,True,2PT,In The Paint (Non-RA),Center(C)
-10,55,5,False,2PT,In The Paint (Non-RA),Center(C)
-209,137,24,False,3PT,Above the Break 3,Left Side Center(LC)
207,6,20,True,2PT,Mid-Range,Right Side(R)
159,88,18,True,2PT,Mid-Range,Right Side(R)
97,228,24,False,3PT,Above the Break 3,Right Side Center(RC)
-26,22,3,False,2PT,Restricted Area,Center(C)
-152,-2,15,False,2PT,Mid-Range,Left Side(L)
-23,74,7,True,2PT,In The Paint (Non-RA),Center(C)
231,52,23,True,3PT,Right Corner 3,Right Side(R)
-29,1,2,True,2PT,Restricted Area,Center(C)
-232,-16,23,True,3PT,Left Corner 3,Left Side(L)
114,219,24,False,3PT,Above the Break 3,Right Side Center(RC)
17,160,16,True,2PT,Mid-Range,Center(C)
0,22,2,False,2PT,Restricted Area,Center(C)
13,28,3,True,2PT,Restricted Area,Center(C)
24,0,2,True,2PT,Restricted Area,Center(C)
7,4,0,False,2PT,Restricted Area,Center(C)
13,11,1,True,2PT,Restricted Area,Center(C)
110,149,18,True,2PT,Mid-Range,Right Side Center(RC)
147,48,15,False,2PT,Mid-Range,Right Side(R)
146,209,25,False,3PT,Above the Break 3,Right Side Center(RC)
10,22,2,False,2PT,Restricted Area,Center(C)
-235,61,24,False,3PT,Left Corner 3,Left Side(L)
23,17,2,True,2PT,Restricted Area,Center(C)
97,151,17,False,2PT,Mid-Range,Right Side Center(RC)
-13,67,6,False,2PT,In The Paint (Non-RA),Center(C)
0,12,1,True,2PT,Restricted Area,Center(C)
-7,23,2,True,2PT,Restricted Area,Center(C)
13,17,2,True,2PT,Restricted Area,Center(C)
-10,23,2,True,2PT,Restricted Area,Center(C)
-166,55,17,True,2PT,Mid-Range,Left Side(L)
17,37,4,True,2PT,In The Paint (Non-RA),Center(C)
144,135,19,True,2PT,Mid-Range,Right Side Center(RC)
-157,200,25,False,3PT,Above the Break 3,Left Side Center(LC)
-146,167,22,True,2PT,Mid-Range,Left Side Center(LC)
-100,151,18,True,2PT,Mid-Range,Left Side Center(LC)
-54,86,10,True,2PT,In The Paint (Non-RA),Left Side(L)
143,119,18,False,2PT,Mid-Range,Right Side Center(RC)
17,25,3,True,2PT,Restricted Area,Center(C)
23,14,2,True,2PT,Restricted Area,Center(C)
-8,14,1,True,2PT,Restricted Area,Center(C)
-235,4,23,False,3PT,Left Corner 3,Left Side(L)
135,83,15,True,2PT,Mid-Range,Right Side(R)
176,23,17,False,2PT,Mid-Range,Right Side(R)
-7,11,1,True,2PT,Restricted Area,Center(C)
-105,153,18,False,2PT,Mid-Range,Left Side Center(LC)
138,142,19,False,2PT,Mid-Range,Right Side Center(RC)
-180,55,18,True,2PT,Mid-Range,Left Side(L)
-149,96,17,True,2PT,Mid-Range,Left Side(L)
-179,93,20,True,2PT,Mid-Range,Left Side(L)
-240,72,25,False,3PT,Left Corner 3,Left Side(L)
-95,153,18,True,2PT,Mid-Range,Left Side Center(LC)
62,183,19,True,2PT,Mid-Range,Right Side Center(RC)
-11,16,1,False,2PT,Restricted Area,Center(C)
-11,22,2,True,2PT,Restricted Area,Center(C)
102,140,17,False,2PT,Mid-Range,Right Side Center(RC)
-139,148,20,False,2PT,Mid-Range,Left Side Center(LC)
-15,20,2,True,2PT,Restricted Area,Center(C)
176,0,17,True,2PT,Mid-Range,Right Side(R)
211,126,24,True,3PT,Above the Break 3,Right Side Center(RC)
-54,175,18,True,2PT,Mid-Range,Center(C)
18,134,13,False,2PT,In The Paint (Non-RA),Center(C)
133,168,21,True,2PT,Mid-Range,Right Side Center(RC)
230,-3,23,False,3PT,Right Corner 3,Right Side(R)
13,7,1,True,2PT,Restricted Area,Center(C)
-239,7,23,True,3PT,Left Corner 3,Left Side(L)
40,72,8,True,2PT,In The Paint (Non-RA),Center(C)
-5,20,2,True,2PT,Restricted Area,Center(C)
-172,175,24,True,3PT,Above the Break 3,Left Side Center(LC)
-19,14,2,False,2PT,Restricted Area,Center(C)
-169,126,21,False,2PT,Mid-Range,Left Side Center(LC)
15,19,2,True,2PT,Restricted Area,Center(C)
94,167,19,True,2PT,Mid-Range,Right Side Center(RC)
-209,14,20,False,2PT,Mid-Range,Left Side(L)
-13,12,1,True,2PT,Restricted Area,Center(C)
-7,23,2,True,2PT,Restricted Area,Center(C)
15,19,2,False,2PT,Restricted Area,Center(C)
13,15,1,True,2PT,Restricted Area,Center(C)
-75,33,8,False,2PT,In The Paint (Non-RA),Left Side(L)
-86,241,25,False,3PT,Above the Break 3,Left Side Center(LC)
-14,17,2,True,2PT,Restricted Area,Center(C)
-68,184,19,False,2PT,Mid-Range,Left Side Center(LC)
-75,97,12,True,2PT,In The Paint (Non-RA),Left Side(L)
230,14,23,True,3PT,Right Corner 3,Right Side(R)
-240,56,24,False,3PT,Left Corner 3,Left Side(L)
230,-3,23,True,3PT,Right Corner 3,Right Side(R)
-11,12,1,True,2PT,Restricted Area,Center(C)
-133,22,13,False,2PT,Mid-Range,Left Side(L)
-5,170,17,False,2PT,Mid-Range,Center(C)
-2,9,0,True,2PT,Restricted Area,Center(C)
176,9,17,True,2PT,Mid-Range,Right Side(R)
-5,25,2,False,2PT,Restricted Area,Center(C)
72,153,16,True,2PT,Mid-Range,Right Side Center(RC)
4,20,2,True,2PT,Restricted Area,Center(C)
-37,25,4,True,2PT,In The Paint (Non-RA),Center(C)
-11,64,6,False,2PT,In The Paint (Non-RA),Center(C)
48,94,10,False,2PT,In The Paint (Non-RA),Center(C)
18,26,3,False,2PT,Restricted Area,Center(C)
157,135,20,True,2PT,Mid-Range,Right Side Center(RC)
-123,3,12,False,2PT,Mid-Range,Left Side(L)
147,121,19,False,2PT,Mid-Range,Right Side Center(RC)
108,148,18,False,2PT,Mid-Range,Right Side Center(RC)
7,22,2,False,2PT,Restricted Area,Center(C)
20,12,2,False,2PT,Restricted Area,Center(C)
0,12,1,True,2PT,Restricted Area,Center(C)
6,19,1,True,2PT,Restricted Area,Center(C)
-185,167,24,False,3PT,Above the Break 3,Left Side Center(LC)
-5,19,1,True,2PT,Restricted Area,Center(C)
0,20,2,True,2PT,Restricted Area,Center(C)
34,105,11,False,2PT,In The Paint (Non-RA),Center(C)
-105,135,17,True,2PT,Mid-Range,Left Side Center(LC)
17,26,3,True,2PT,Restricted Area,Center(C)
166,224,27,False,3PT,Above the Break 3,Right Side Center(RC)
-34,198,20,False,2PT,Mid-Range,Center(C)
-13,28,3,False,2PT,Restricted Area,Center(C)
0,190,19,False,2PT,Mid-Range,Center(C)
10,20,2,True,2PT,Restricted Area,Center(C)
-13,55,5,False,2PT,In The Paint (Non-RA),Center(C)
73,172,18,False,2PT,Mid-Range,Right Side Center(RC)
173,131,21,True,2PT,Mid-Range,Right Side Center(RC)
174,119,21,False,2PT,Mid-Range,Right Side(R)
2,25,2,True,2PT,Restricted Area,Center(C)
233,-8,23,True,3PT,Right Corner 3,Right Side(R)
23,42,4,True,2PT,In The Paint (Non-RA),Center(C)
1,47,4,False,2PT,In The Paint (Non-RA),Center(C)
3,16,1,False,2PT,Restricted Area,Center(C)
225,71,23,False,3PT,Right Corner 3,Right Side(R)
155,142,21,True,2PT,Mid-Range,Right Side Center(RC)
-7,41,4,True,2PT,In The Paint (Non-RA),Center(C)
-188,157,24,False,3PT,Above the Break 3,Left Side Center(LC)
-229,31,23,True,3PT,Left Corner 3,Left Side(L)
34,56,6,False,2PT,In The Paint (Non-RA),Center(C)
17,23,2,False,2PT,Restricted Area,Center(C)
21,23,3,False,2PT,Restricted Area,Center(C)
-234,1,23,True,3PT,Left Corner 3,Left Side(L)
-166,176,24,False,3PT,Above the Break 3,Left Side Center(LC)
21,20,2,False,2PT,Restricted Area,Center(C)
-2,12,1,True,2PT,Restricted Area,Center(C)
-234,1,23,True,3PT,Left Corner 3,Left Side(L)
-82,224,23,False,3PT,Above the Break 3,Left Side Center(LC)
-3,16,1,True,2PT,Restricted Area,Center(C)
6,19,1,True,2PT,Restricted Area,Center(C)
-12,33,3,False,2PT,Restricted Area,Center(C)
12,12,1,True,2PT,Restricted Area,Center(C)
151,6,15,True,2PT,Mid-Range,Right Side(R)
-16,27,3,False,2PT,Restricted Area,Center(C)
-6,30,3,True,2PT,Restricted Area,Center(C)
110,231,25,True,3PT,Above the Break 3,Right Side Center(RC)
9,4,0,True,2PT,Restricted Area,Center(C)
13,16,2,True,2PT,Restricted Area,Center(C)
18,11,2,True,2PT,Restricted Area,Center(C)
-49,242,24,True,3PT,Above the Break 3,Center(C)
13,20,2,False,2PT,Restricted Area,Center(C)
122,225,25,True,3PT,Above the Break 3,Right Side Center(RC)
4,27,2,False,2PT,Restricted Area,Center(C)
231,36,23,False,3PT,Right Corner 3,Right Side(R)
-18,22,2,True,2PT,Restricted Area,Center(C)
-157,143,21,True,2PT,Mid-Range,Left Side Center(LC)
234,-11,23,False,3PT,Right Corner 3,Right Side(R)
0,77,7,False,2PT,In The Paint (Non-RA),Center(C)
-149,214,26,False,3PT,Above the Break 3,Left Side Center(LC)
-2,20,2,True,2PT,Restricted Area,Center(C)
-38,22,4,True,2PT,In The Paint (Non-RA),Center(C)
144,126,19,True,2PT,Mid-Range,Right Side Center(RC)
-210,63,21,True,2PT,Mid-Range,Left Side(L)
187,-2,18,False,2PT,Mid-Range,Right Side(R)
170,194,25,True,3PT,Above the Break 3,Right Side Center(RC)
9,19,2,False,2PT,Restricted Area,Center(C)
154,200,25,False,3PT,Above the Break 3,Right Side Center(RC)
228,22,22,True,3PT,Right Corner 3,Right Side(R)
4,30,3,True,2PT,Restricted Area,Center(C)
-164,30,16,False,2PT,Mid-Range,Left Side(L)
-153,74,16,True,2PT,Mid-Range,Left Side(L)
18,225,22,False,2PT,Mid-Range,Center(C)
4,17,1,False,2PT,Restricted Area,Center(C)
0,17,1,False,2PT,Restricted Area,Center(C)
-105,200,22,False,2PT,Mid-Range,Left Side Center(LC)
-81,200,21,True,2PT,Mid-Range,Left Side Center(LC)
181,12,18,True,2PT,Mid-Range,Right Side(R)
7,3,0,False,2PT,Restricted Area,Center(C)
12,4,1,True,2PT,Restricted Area,Center(C)
37,124,12,False,2PT,In The Paint (Non-RA),Center(C)
1,0,0,False,2PT,Restricted Area,Center(C)
21,0,2,True,2PT,Restricted Area,Center(C)
-51,-2,5,True,2PT,In The Paint (Non-RA),Center(C)
-163,123,20,False,2PT,Mid-Range,Left Side Center(LC)
-24,3,2,True,2PT,Restricted Area,Center(C)
-158,198,25,False,3PT,Above the Break 3,Left Side Center(LC)
-10,0,1,True,2PT,Restricted Area,Center(C)
-149,138,20,True,2PT,Mid-Range,Left Side Center(LC)
17,34,3,False,2PT,Restricted Area,Center(C)
20,11,2,False,2PT,Restricted Area,Center(C)
86,176,19,False,2PT,Mid-Range,Right Side Center(RC)
-95,149,17,False,2PT,Mid-Range,Left Side Center(LC)
-13,208,20,False,2PT,Mid-Range,Center(C)
9,9,1,False,2PT,Restricted Area,Center(C)
152,50,16,False,2PT,Mid-Range,Right Side(R)
21,3,2,True,2PT,Restricted Area,Center(C)
-122,219,25,False,3PT,Above the Break 3,Left Side Center(LC)
105,178,20,False,2PT,Mid-Range,Right Side Center(RC)
29,53,6,True,2PT,In The Paint (Non-RA),Center(C)
15,12,1,True,2PT,Restricted Area,Center(C)
-10,26,2,False,2PT,Restricted Area,Center(C)
59,96,11,False,2PT,In The Paint (Non-RA),Right Side(R)
195,17,19,True,2PT,Mid-Range,Right Side(R)
146,138,20,True,2PT,Mid-Range,Right Side Center(RC)
124,274,30,False,3PT,Above the Break 3,Right Side Center(RC)
-23,137,13,False,2PT,In The Paint (Non-RA),Center(C)
69,154,16,False,2PT,Mid-Range,Right Side Center(RC)
124,151,19,True,2PT,Mid-Range,Right Side Center(RC)
0,190,19,True,2PT,Mid-Range,Center(C)
-11,6,1,True,2PT,Restricted Area,Center(C)
-18,1,1,True,2PT,Restricted Area,Center(C)
7,72,7,True,2PT,In The Paint (Non-RA),Center(C)
-62,176,18,True,2PT,Mid-Range,Left Side Center(LC)
-4,1,0,True,2PT,Restricted Area,Center(C)
-18,105,10,False,2PT,In The Paint (Non-RA),Center(C)
0,20,2,False,2PT,Restricted Area,Center(C)
13,75,7,True,2PT,In The Paint (Non-RA),Center(C)
31,0,3,True,2PT,Restricted Area,Center(C)
114,167,20,True,2PT,Mid-Range,Right Side Center(RC)
47,39,6,False,2PT,In The Paint (Non-RA),Center(C)
17,6,1,True,2PT,Restricted Area,Center(C)
28,0,2,False,2PT,Restricted Area,Center(C)
-158,89,18,False,2PT,Mid-Range,Left Side(L)
-45,104,11,True,2PT,In The Paint (Non-RA),Center(C)
-210,12,21,False,2PT,Mid-Range,Left Side(L)
-2,9,0,True,2PT,Restricted Area,Center(C)
-114,575,58,False,3PT,Backcourt,Back Court(BC)
-7,15,1,True,2PT,Restricted Area,Center(C)
18,137,13,False,2PT,In The Paint (Non-RA),Center(C)
-5,0,0,False,2PT,Restricted Area,Center(C)
17,9,1,False,2PT,Restricted Area,Center(C)
-21,4,2,True,2PT,Restricted Area,Center(C)
-138,-3,13,False,2PT,Mid-Range,Left Side(L)
12,9,1,True,2PT,Restricted Area,Center(C)
-64,181,19,True,2PT,Mid-Range,Left Side Center(LC)
174,99,20,True,2PT,Mid-Range,Right Side(R)
28,3,2,True,2PT,Restricted Area,Center(C)
-92,230,24,True,3PT,Above the Break 3,Left Side Center(LC)
59,179,18,True,2PT,Mid-Range,Right Side Center(RC)
2,9,0,False,2PT,Restricted Area,Center(C)
-18,20,2,True,2PT,Restricted Area,Center(C)
-59,39,7,False,2PT,In The Paint (Non-RA),Center(C)
144,201,24,True,3PT,Above the Break 3,Right Side Center(RC)
-4,197,19,True,2PT,Mid-Range,Center(C)
193,151,24,True,3PT,Above the Break 3,Right Side Center(RC)
174,-11,17,False,2PT,Mid-Range,Right Side(R)
7,91,9,True,2PT,In The Paint (Non-RA),Center(C)
62,241,24,False,3PT,Above the Break 3,Center(C)
43,254,25,True,3PT,Above the Break 3,Center(C)
114,167,20,False,2PT,Mid-Range,Right Side Center(RC)
136,194,23,False,2PT,Mid-Range,Right Side Center(RC)
-89,219,23,False,2PT,Mid-Range,Left Side Center(LC)
-15,-5,1,True,2PT,Restricted Area,Center(C)
233,4,23,False,3PT,Right Corner 3,Right Side(R)
67,156,16,True,2PT,Mid-Range,Right Side Center(RC)
177,167,24,True,3PT,Above the Break 3,Right Side Center(RC)
65,175,18,True,2PT,Mid-Range,Right Side Center(RC)
-157,7,15,False,2PT,Mid-Range,Left Side(L)
-16,25,2,True,2PT,Restricted Area,Center(C)
203,4,20,False,2PT,Mid-Range,Right Side(R)
168,0,16,False,2PT,Mid-Range,Right Side(R)
-13,15,1,True,2PT,Restricted Area,Center(C)
64,183,19,False,2PT,Mid-Range,Right Side Center(RC)
0,187,18,False,2PT,Mid-Range,Center(C)
99,164,19,False,2PT,Mid-Range,Right Side Center(RC)
166,186,24,True,3PT,Above the Break 3,Right Side Center(RC)
136,220,25,False,3PT,Above the Break 3,Right Side Center(RC)
6,12,1,True,2PT,Restricted Area,Center(C)
34,91,9,False,2PT,In The Paint (Non-RA),Center(C)
7,205,20,False,2PT,Mid-Range,Center(C)
-150,1,15,True,2PT,Mid-Range,Left Side(L)
147,203,25,False,3PT,Above the Break 3,Right Side Center(RC)
228,63,23,False,3PT,Right Corner 3,Right Side(R)
1,14,1,True,2PT,Restricted Area,Center(C)
-209,22,21,False,2PT,Mid-Range,Left Side(L)
95,167,19,False,2PT,Mid-Range,Right Side Center(RC)
88,176,19,False,2PT,Mid-Range,Right Side Center(RC)
1,33,3,False,2PT,Restricted Area,Center(C)
-2,9,0,True,2PT,Restricted Area,Center(C)
124,44,13,True,2PT,Mid-Range,Right Side(R)
-90,231,24,True,3PT,Above the Break 3,Left Side Center(LC)
207,25,20,False,2PT,Mid-Range,Right Side(R)
171,129,21,False,2PT,Mid-Range,Right Side Center(RC)
1,33,3,True,2PT,Restricted Area,Center(C)
-10,85,8,False,2PT,In The Paint (Non-RA),Center(C)
-4,22,2,False,2PT,Restricted Area,Center(C)
24,22,3,False,2PT,Restricted Area,Center(C)
84,149,17,True,2PT,Mid-Range,Right Side Center(RC)
12,45,4,True,2PT,In The Paint (Non-RA),Center(C)
-150,88,17,False,2PT,Mid-Range,Left Side(L)
-10,34,3,False,2PT,Restricted Area,Center(C)
-10,15,1,True,2PT,Restricted Area,Center(C)
24,22,3,False,2PT,Restricted Area,Center(C)
-8,63,6,True,2PT,In The Paint (Non-RA),Center(C)
102,192,21,False,2PT,Mid-Range,Right Side Center(RC)
-232,34,23,True,3PT,Left Corner 3,Left Side(L)
0,31,3,False,2PT,Restricted Area,Center(C)
-158,118,19,False,2PT,Mid-Range,Left Side Center(LC)
61,216,22,True,2PT,Mid-Range,Center(C)
159,187,24,False,3PT,Above the Break 3,Right Side Center(RC)
-109,123,16,True,2PT,Mid-Range,Left Side Center(LC)
21,7,2,True,2PT,Restricted Area,Center(C)
108,225,24,False,3PT,Above the Break 3,Right Side Center(RC)
-193,1,19,True,2PT,Mid-Range,Left Side(L)
-212,-2,21,False,2PT,Mid-Range,Left Side(L)
-155,105,18,False,2PT,Mid-Range,Left Side(L)
0,19,1,False,2PT,Restricted Area,Center(C)
-13,17,2,True,2PT,Restricted Area,Center(C)
28,214,21,False,2PT,Mid-Range,Center(C)
-60,170,18,False,2PT,Mid-Range,Left Side Center(LC)
230,0,23,True,3PT,Right Corner 3,Right Side(R)
-8,20,2,False,2PT,Restricted Area,Center(C)
0,16,1,True,2PT,Restricted Area,Center(C)
-147,121,19,False,2PT,Mid-Range,Left Side Center(LC)
69,129,14,False,2PT,In The Paint (Non-RA),Center(C)
56,86,10,False,2PT,In The Paint (Non-RA),Right Side(R)
0,67,6,False,2PT,In The Paint (Non-RA),Center(C)
80,156,17,False,2PT,Mid-Range,Right Side Center(RC)
-95,201,22,True,2PT,Mid-Range,Left Side Center(LC)
-86,197,21,False,2PT,Mid-Range,Left Side Center(LC)
144,194,24,False,3PT,Above the Break 3,Right Side Center(RC)
157,-6,15,True,2PT,Mid-Range,Right Side(R)
160,-2,16,True,2PT,Mid-Range,Right Side(R)
193,0,19,False,2PT,Mid-Range,Right Side(R)
0,15,1,False,2PT,Restricted Area,Center(C)
15,11,1,True,2PT,Restricted Area,Center(C)
-19,12,2,True,2PT,Restricted Area,Center(C)
10,19,2,True,2PT,Restricted Area,Center(C)
-116,165,20,False,2PT,Mid-Range,Left Side Center(LC)
67,17,6,True,2PT,In The Paint (Non-RA),Center(C)
136,209,24,False,3PT,Above the Break 3,Right Side Center(RC)
1,22,2,True,2PT,Restricted Area,Center(C)
228,-2,22,False,3PT,Right Corner 3,Right Side(R)
-15,6,1,False,2PT,Restricted Area,Center(C)
-73,115,13,True,2PT,In The Paint (Non-RA),Left Side(L)
