loc_x,loc_y,shot_distance,shot_made,shot_type,shot_zone,shot_zone_area
-7.0,3.0,0.0,True,2PT,Restricted Area,Center(C)
-225.0,21.0,22.0,False,3PT,Left Corner 3,Left Side(L)
4.0,18.0,1.0,True,2PT,Restricted Area,Center(C)
-12.0,247.0,24.0,False,3PT,Above the Break 3,Center(C)
-7.0,21.0,2.0,True,2PT,Restricted Area,Center(C)
22.0,7.0,2.0,True,2PT,Restricted Area,Center(C)
150.0,198.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
176.0,51.0,18.0,True,2PT,Mid-Range,Right Side(R)
76.0,51.0,9.0,False,2PT,In The Paint (Non-RA),Right Side(R)
69.0,198.0,20.0,False,2PT,Mid-Range,Right Side Center(RC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
15.0,85.0,8.0,False,2PT,In The Paint (Non-RA),Center(C)
141.0,210.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-160.0,23.0,16.0,True,2PT,Mid-Range,Left Side(L)
20.0,11.0,2.0,True,2PT,Restricted Area,Center(C)
66.0,101.0,12.0,False,2PT,In The Paint (Non-RA),Right Side(R)
-135.0,219.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
19.0,11.0,2.0,True,2PT,Restricted Area,Center(C)
15.0,2.0,1.0,False,2PT,Restricted Area,Center(C)
184.0,80.0,20.0,False,2PT,Mid-Range,Right Side(R)
66.0,239.0,24.0,True,3PT,Above the Break 3,Center(C)
2.0,11.0,1.0,False,2PT,Restricted Area,Center(C)
9.0,8.0,1.0,True,2PT,Restricted Area,Center(C)
-150.0,-10.0,15.0,True,2PT,Mid-Range,Left Side(L)
-228.0,11.0,22.0,True,3PT,Left Corner 3,Left Side(L)
-96.0,223.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
179.0,47.0,18.0,False,2PT,Mid-Range,Right Side(R)
87.0,232.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
-88.0,36.0,9.0,True,2PT,Mid-Range,Left Side(L)
17.0,105.0,10.0,True,2PT,In The Paint (Non-RA),Center(C)
115.0,224.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-125.0,219.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
-11.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
20.0,23.0,3.0,True,2PT,Restricted Area,Center(C)
9.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
24.0,0.0,2.0,True,2PT,Restricted Area,Center(C)
87.0,232.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
17.0,193.0,19.0,True,2PT,Mid-Range,Center(C)
182.0,178.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-14.0,41.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-24.0,-1.0,2.0,False,2PT,Restricted Area,Center(C)
20.0,-5.0,2.0,False,2PT,Restricted Area,Center(C)
38.0,21.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
155.0,72.0,17.0,False,2PT,Mid-Range,Right Side(R)
-79.0,129.0,15.0,False,2PT,In The Paint (Non-RA),Left Side(L)
-9.0,31.0,3.0,True,2PT,Restricted Area,Center(C)
227.0,-31.0,22.0,False,3PT,Right Corner 3,Right Side(R)
86.0,51.0,9.0,False,2PT,Mid-Range,Right Side(R)
,,,False,3PT,,
169.0,-16.0,16.0,True,2PT,Mid-Range,Right Side(R)
-16.0,239.0,23.0,True,3PT,Above the Break 3,Center(C)
173.0,-1.0,17.0,True,2PT,Mid-Range,Right Side(R)
-24.0,200.0,20.0,True,2PT,Mid-Range,Center(C)
-14.0,-1.0,1.0,True,2PT,Restricted Area,Center(C)
58.0,75.0,9.0,True,2PT,In The Paint (Non-RA),Right Side(R)
-25.0,-11.0,2.0,True,2PT,Restricted Area,Center(C)
112.0,120.0,16.0,True,2PT,Mid-Range,Right Side Center(RC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-16.0,252.0,25.0,False,3PT,Above the Break 3,Center(C)
122.0,228.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
-22.0,16.0,2.0,False,2PT,Restricted Area,Center(C)
140.0,213.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
0.0,252.0,25.0,False,3PT,Above the Break 3,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
35.0,164.0,16.0,False,2PT,Mid-Range,Center(C)
0.0,-6.0,0.0,True,2PT,Restricted Area,Center(C)
-12.0,164.0,16.0,False,2PT,Mid-Range,Center(C)
107.0,242.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
176.0,-10.0,17.0,False,2PT,Mid-Range,Right Side(R)
-14.0,51.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-4.0,23.0,2.0,False,2PT,Restricted Area,Center(C)
-6.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
-24.0,3.0,2.0,True,2PT,Restricted Area,Center(C)
133.0,200.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-7.0,259.0,25.0,True,3PT,Above the Break 3,Center(C)
97.0,218.0,23.0,False,3PT,Above the Break 3,Right Side Center(RC)
-29.0,65.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
235.0,-31.0,23.0,True,3PT,Right Corner 3,Right Side(R)
-30.0,146.0,14.0,True,2PT,Mid-Range,Center(C)
2.0,-1.0,0.0,False,2PT,Restricted Area,Center(C)
12.0,-1.0,1.0,True,2PT,Restricted Area,Center(C)
-73.0,8.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
-17.0,252.0,25.0,False,3PT,Above the Break 3,Center(C)
1.0,-6.0,0.0,True,2PT,Restricted Area,Center(C)
-161.0,26.0,16.0,False,2PT,Mid-Range,Left Side(L)
-161.0,105.0,19.0,True,2PT,Mid-Range,Left Side(L)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-53.0,2.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
164.0,28.0,16.0,True,2PT,Mid-Range,Right Side(R)
-16.0,0.0,1.0,True,2PT,Restricted Area,Center(C)
146.0,33.0,14.0,True,2PT,Mid-Range,Right Side(R)
164.0,188.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
151.0,65.0,16.0,False,2PT,Mid-Range,Right Side(R)
150.0,56.0,16.0,False,2PT,Mid-Range,Right Side(R)
-27.0,11.0,2.0,False,2PT,Restricted Area,Center(C)
48.0,7.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-7.0,174.0,17.0,False,2PT,Mid-Range,Center(C)
138.0,105.0,17.0,False,2PT,Mid-Range,Right Side Center(RC)
230.0,16.0,23.0,True,3PT,Right Corner 3,Right Side(R)
150.0,210.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
194.0,174.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
9.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
-9.0,75.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
51.0,11.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
104.0,129.0,16.0,True,2PT,Mid-Range,Right Side Center(RC)
-7.0,100.0,10.0,False,2PT,In The Paint (Non-RA),Center(C)
102.0,234.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
141.0,129.0,19.0,True,2PT,Mid-Range,Right Side Center(RC)
-158.0,57.0,16.0,True,2PT,Mid-Range,Left Side(L)
105.0,105.0,14.0,False,2PT,Mid-Range,Right Side(R)
19.0,7.0,2.0,True,2PT,Restricted Area,Center(C)
2.0,7.0,0.0,True,2PT,Restricted Area,Center(C)
9.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
146.0,200.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-16.0,2.0,1.0,True,2PT,Restricted Area,Center(C)
-122.0,129.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
6.0,134.0,13.0,False,2PT,In The Paint (Non-RA),Center(C)
-232.0,-11.0,23.0,False,3PT,Left Corner 3,Left Side(L)
-60.0,80.0,10.0,False,2PT,In The Paint (Non-RA),Left Side(L)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
128.0,-1.0,12.0,True,2PT,Mid-Range,Right Side(R)
-45.0,13.0,4.0,True,2PT,In The Paint (Non-RA),Center(C)
-133.0,21.0,13.0,False,2PT,Mid-Range,Left Side(L)
63.0,26.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
164.0,188.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
240.0,23.0,24.0,True,3PT,Right Corner 3,Right Side(R)
-4.0,2.0,0.0,False,2PT,Restricted Area,Center(C)
238.0,31.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-48.0,237.0,24.0,True,3PT,Above the Break 3,Center(C)
-6.0,11.0,1.0,False,2PT,Restricted Area,Center(C)
1.0,7.0,0.0,True,2PT,Restricted Area,Center(C)
-11.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
-227.0,41.0,23.0,False,3PT,Left Corner 3,Left Side(L)
15.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
-102.0,229.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
6.0,62.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-92.0,228.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
-32.0,-11.0,3.0,False,2PT,Restricted Area,Center(C)
58.0,65.0,8.0,False,2PT,In The Paint (Non-RA),Right Side(R)
-227.0,18.0,22.0,False,3PT,Left Corner 3,Left Side(L)
-1.0,-1.0,0.0,True,2PT,Restricted Area,Center(C)
230.0,31.0,23.0,True,3PT,Right Corner 3,Right Side(R)
-61.0,169.0,17.0,True,2PT,Mid-Range,Left Side Center(LC)
56.0,242.0,24.0,True,3PT,Above the Break 3,Center(C)
-4.0,3.0,0.0,True,2PT,Restricted Area,Center(C)
42.0,11.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
17.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
55.0,190.0,19.0,False,2PT,Mid-Range,Center(C)
-7.0,11.0,1.0,False,2PT,Restricted Area,Center(C)
22.0,7.0,2.0,False,2PT,Restricted Area,Center(C)
-222.0,26.0,22.0,True,3PT,Left Corner 3,Left Side(L)
130.0,101.0,16.0,True,2PT,Mid-Range,Right Side Center(RC)
-7.0,3.0,0.0,False,2PT,Restricted Area,Center(C)
40.0,188.0,19.0,True,2PT,Mid-Range,Center(C)
-96.0,120.0,15.0,False,2PT,Mid-Range,Left Side(L)
0.0,-1.0,0.0,False,2PT,Restricted Area,Center(C)
-2.0,2.0,0.0,True,2PT,Restricted Area,Center(C)
-38.0,244.0,24.0,False,3PT,Above the Break 3,Center(C)
-96.0,224.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
179.0,7.0,17.0,False,2PT,Mid-Range,Right Side(R)
-9.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
9.0,62.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
99.0,129.0,16.0,False,2PT,Mid-Range,Right Side Center(RC)
53.0,249.0,25.0,False,3PT,Above the Break 3,Center(C)
-213.0,14.0,21.0,False,2PT,Mid-Range,Left Side(L)
-56.0,90.0,10.0,False,2PT,In The Paint (Non-RA),Left Side(L)
35.0,105.0,11.0,True,2PT,In The Paint (Non-RA),Center(C)
-158.0,188.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
76.0,31.0,8.0,False,2PT,In The Paint (Non-RA),Right Side(R)
27.0,0.0,2.0,True,2PT,Restricted Area,Center(C)
-1.0,-5.0,0.0,False,2PT,Restricted Area,Center(C)
112.0,219.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-102.0,228.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
28.0,26.0,3.0,True,2PT,Restricted Area,Center(C)
91.0,237.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
174.0,193.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
102.0,101.0,14.0,False,2PT,Mid-Range,Right Side(R)
-11.0,3.0,1.0,True,2PT,Restricted Area,Center(C)
74.0,239.0,25.0,False,3PT,Above the Break 3,Center(C)
-145.0,203.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
115.0,185.0,21.0,False,2PT,Mid-Range,Right Side Center(RC)
174.0,31.0,17.0,True,2PT,Mid-Range,Right Side(R)
240.0,26.0,24.0,True,3PT,Right Corner 3,Right Side(R)
143.0,131.0,19.0,True,2PT,Mid-Range,Right Side Center(RC)
92.0,223.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
2.0,2.0,0.0,False,2PT,Restricted Area,Center(C)
-4.0,67.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
-142.0,203.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
84.0,188.0,20.0,False,2PT,Mid-Range,Right Side Center(RC)
-230.0,13.0,23.0,False,3PT,Left Corner 3,Left Side(L)
-1.0,247.0,24.0,True,3PT,Above the Break 3,Center(C)
-194.0,169.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
-9.0,7.0,1.0,False,2PT,Restricted Area,Center(C)
-11.0,7.0,1.0,False,2PT,Restricted Area,Center(C)
120.0,237.0,26.0,True,3PT,Above the Break 3,Right Side Center(RC)
164.0,28.0,16.0,True,2PT,Mid-Range,Right Side(R)
15.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
-230.0,23.0,23.0,False,3PT,Left Corner 3,Left Side(L)
97.0,110.0,14.0,False,2PT,Mid-Range,Right Side(R)
19.0,11.0,2.0,True,2PT,Restricted Area,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
238.0,3.0,23.0,False,3PT,Right Corner 3,Right Side(R)
-9.0,2.0,0.0,False,2PT,Restricted Area,Center(C)
53.0,237.0,24.0,False,3PT,Above the Break 3,Center(C)
4.0,2.0,0.0,True,2PT,Restricted Area,Center(C)
27.0,7.0,2.0,False,2PT,Restricted Area,Center(C)
2.0,242.0,24.0,True,3PT,Above the Break 3,Center(C)
233.0,70.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-60.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
20.0,7.0,2.0,True,2PT,Restricted Area,Center(C)
69.0,229.0,23.0,False,3PT,Above the Break 3,Center(C)
-184.0,159.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
-17.0,8.0,1.0,True,2PT,Restricted Area,Center(C)
-4.0,7.0,0.0,False,2PT,Restricted Area,Center(C)
22.0,7.0,2.0,False,2PT,Restricted Area,Center(C)
227.0,61.0,23.0,True,3PT,Right Corner 3,Right Side(R)
92.0,228.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
91.0,169.0,19.0,True,2PT,Mid-Range,Right Side Center(RC)
24.0,26.0,3.0,False,2PT,Restricted Area,Center(C)
-230.0,41.0,23.0,True,3PT,Left Corner 3,Left Side(L)
233.0,47.0,23.0,True,3PT,Right Corner 3,Right Side(R)
161.0,198.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
10.0,129.0,12.0,False,2PT,In The Paint (Non-RA),Center(C)
-22.0,121.0,12.0,False,2PT,In The Paint (Non-RA),Center(C)
130.0,218.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
33.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
66.0,80.0,10.0,False,2PT,In The Paint (Non-RA),Right Side(R)
-114.0,242.0,26.0,False,3PT,Above the Break 3,Left Side Center(LC)
-133.0,65.0,14.0,True,2PT,Mid-Range,Left Side(L)
-74.0,154.0,17.0,True,2PT,Mid-Range,Left Side Center(LC)
4.0,-1.0,0.0,True,2PT,Restricted Area,Center(C)
12.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
6.0,3.0,0.0,True,2PT,Restricted Area,Center(C)
-4.0,7.0,0.0,True,2PT,Restricted Area,Center(C)
-35.0,175.0,17.0,False,2PT,Mid-Range,Center(C)
14.0,100.0,10.0,False,2PT,In The Paint (Non-RA),Center(C)
-55.0,47.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-71.0,234.0,24.0,False,3PT,Above the Break 3,Center(C)
-227.0,41.0,23.0,False,3PT,Left Corner 3,Left Side(L)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
22.0,0.0,2.0,True,2PT,Restricted Area,Center(C)
10.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
159.0,188.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
0.0,3.0,0.0,True,2PT,Restricted Area,Center(C)
-4.0,0.0,0.0,False,2PT,Restricted Area,Center(C)
15.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
2.0,16.0,1.0,True,2PT,Restricted Area,Center(C)
-86.0,164.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
19.0,110.0,11.0,False,2PT,In The Paint (Non-RA),Center(C)
14.0,2.0,1.0,True,2PT,Restricted Area,Center(C)
12.0,-1.0,1.0,True,2PT,Restricted Area,Center(C)
-7.0,0.0,0.0,False,2PT,Restricted Area,Center(C)
-29.0,242.0,24.0,True,3PT,Above the Break 3,Center(C)
-173.0,174.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
155.0,203.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-230.0,7.0,23.0,False,3PT,Left Corner 3,Left Side(L)
1.0,0.0,0.0,False,2PT,Restricted Area,Center(C)
74.0,61.0,9.0,False,2PT,In The Paint (Non-RA),Right Side(R)
119.0,120.0,16.0,True,2PT,Mid-Range,Right Side Center(RC)
-191.0,169.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
22.0,247.0,24.0,True,3PT,Above the Break 3,Center(C)
240.0,46.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-4.0,8.0,0.0,True,2PT,Restricted Area,Center(C)
-70.0,180.0,19.0,False,2PT,Mid-Range,Left Side Center(LC)
6.0,0.0,0.0,True,2PT,Restricted Area,Center(C)
-96.0,183.0,20.0,False,2PT,Mid-Range,Left Side Center(LC)
-65.0,38.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-2.0,-6.0,0.0,True,2PT,Restricted Area,Center(C)
12.0,247.0,24.0,False,3PT,Above the Break 3,Center(C)
-73.0,237.0,24.0,False,3PT,Above the Break 3,Center(C)
9.0,-5.0,1.0,True,2PT,Restricted Area,Center(C)
40.0,247.0,25.0,False,3PT,Above the Break 3,Center(C)
-166.0,185.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
53.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
-155.0,193.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-4.0,3.0,0.0,False,2PT,Restricted Area,Center(C)
17.0,11.0,2.0,True,2PT,Restricted Area,Center(C)
0.0,3.0,0.0,False,2PT,Restricted Area,Center(C)
24.0,0.0,2.0,False,2PT,Restricted Area,Center(C)
-230.0,31.0,23.0,False,3PT,Left Corner 3,Left Side(L)
2.0,2.0,0.0,True,2PT,Restricted Area,Center(C)
17.0,11.0,2.0,False,2PT,Restricted Area,Center(C)
39.0,10.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
79.0,33.0,8.0,False,2PT,In The Paint (Non-RA),Right Side(R)
9.0,-11.0,1.0,False,2PT,Restricted Area,Center(C)
223.0,26.0,22.0,False,3PT,Right Corner 3,Right Side(R)
0.0,-11.0,1.0,False,2PT,Restricted Area,Center(C)
-27.0,38.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
27.0,164.0,16.0,False,2PT,Mid-Range,Center(C)
-156.0,198.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
109.0,237.0,26.0,True,3PT,Above the Break 3,Right Side Center(RC)
-147.0,239.0,28.0,False,3PT,Above the Break 3,Left Side Center(LC)
233.0,33.0,23.0,False,3PT,Right Corner 3,Right Side(R)
38.0,21.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-7.0,8.0,1.0,True,2PT,Restricted Area,Center(C)
-76.0,-6.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
-9.0,-6.0,1.0,True,2PT,Restricted Area,Center(C)
37.0,257.0,25.0,False,3PT,Above the Break 3,Center(C)
104.0,239.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
127.0,115.0,17.0,False,2PT,Mid-Range,Right Side Center(RC)
6.0,2.0,0.0,True,2PT,Restricted Area,Center(C)
-235.0,46.0,23.0,False,3PT,Left Corner 3,Left Side(L)
-45.0,110.0,11.0,True,2PT,In The Paint (Non-RA),Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-241.0,36.0,24.0,False,3PT,Left Corner 3,Left Side(L)
-32.0,21.0,3.0,False,2PT,Restricted Area,Center(C)
-181.0,21.0,18.0,False,2PT,Mid-Range,Left Side(L)
233.0,100.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-110.0,244.0,26.0,True,3PT,Above the Break 3,Left Side Center(LC)
-12.0,31.0,3.0,False,2PT,Restricted Area,Center(C)
-48.0,267.0,27.0,False,3PT,Above the Break 3,Center(C)
4.0,7.0,0.0,True,2PT,Restricted Area,Center(C)
238.0,56.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-17.0,4.0,1.0,False,2PT,Restricted Area,Center(C)
-197.0,31.0,19.0,False,2PT,Mid-Range,Left Side(L)
-35.0,25.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-29.0,273.0,27.0,False,3PT,Above the Break 3,Center(C)
114.0,36.0,11.0,True,2PT,Mid-Range,Right Side(R)
153.0,26.0,15.0,True,2PT,Mid-Range,Right Side(R)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
117.0,26.0,11.0,False,2PT,Mid-Range,Right Side(R)
-86.0,2.0,8.0,False,2PT,Mid-Range,Left Side(L)
-97.0,67.0,11.0,False,2PT,Mid-Range,Left Side(L)
-1.0,16.0,1.0,True,2PT,Restricted Area,Center(C)
-138.0,252.0,28.0,False,3PT,Above the Break 3,Left Side Center(LC)
14.0,-1.0,1.0,False,2PT,Restricted Area,Center(C)
1.0,8.0,0.0,True,2PT,Restricted Area,Center(C)
32.0,180.0,18.0,False,2PT,Mid-Range,Center(C)
-9.0,26.0,2.0,False,2PT,Restricted Area,Center(C)
115.0,242.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
6.0,26.0,2.0,True,2PT,Restricted Area,Center(C)
0.0,31.0,3.0,False,2PT,Restricted Area,Center(C)
-16.0,-5.0,1.0,True,2PT,Restricted Area,Center(C)
12.0,23.0,2.0,True,2PT,Restricted Area,Center(C)
236.0,47.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-6.0,7.0,0.0,False,2PT,Restricted Area,Center(C)
-4.0,-29.0,2.0,True,2PT,Restricted Area,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
225.0,26.0,22.0,False,3PT,Right Corner 3,Right Side(R)
-12.0,190.0,19.0,False,2PT,Mid-Range,Center(C)
-42.0,156.0,16.0,False,2PT,Mid-Range,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
14.0,-11.0,1.0,False,2PT,Restricted Area,Center(C)
9.0,7.0,1.0,False,2PT,Restricted Area,Center(C)
-63.0,287.0,29.0,True,3PT,Above the Break 3,Center(C)
-11.0,2.0,1.0,True,2PT,Restricted Area,Center(C)
-7.0,16.0,1.0,True,2PT,Restricted Area,Center(C)
-19.0,273.0,27.0,False,3PT,Above the Break 3,Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
-22.0,2.0,2.0,True,2PT,Restricted Area,Center(C)
213.0,149.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
-140.0,111.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
-32.0,23.0,3.0,False,2PT,Restricted Area,Center(C)
-42.0,16.0,4.0,True,2PT,In The Paint (Non-RA),Center(C)
0.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
